SITE_ID,CUST_ID,ORDER_ID,ORDER_LINE_NO,ORDER_DEL_NO,DEMAND_KEY,DEMAND_TYPE,SUPPLY_KEY,SUPPLY_TYPE,BASE_ID,LOT_ID,SPLIT_ID,PART_ID,WANT_DATE,FINISH_DATE,ORDER_QTY,SHIPPED_QTY,DESIRED_QTY,RECEIVED_QTY,ALLOCATED_QTY
MTM2,CID-00022-03,CO-100018-22,3,47,CD~CO-100018-22~*~*~3~47,CD,NULL," "," "," "," ",AKK54380,2027-07-30 00:00:00.000,2026-05-29 00:00:00.000,80.00000000,0.00000000,0.00000000,0.00000000,80.00000000
MTM2,CID-00022-03,CO-100018-22,4,45,CD~CO-100018-22~*~*~4~45,CD,NULL," "," "," "," ",AKK57447,2027-07-30 00:00:00.000,2026-05-29 00:00:00.000,180.00000000,0.00000000,0.00000000,0.00000000,180.00000000
MTM2,CID-00331-01,CO-100013-21,1,51,CD~CO-100013-21~*~*~1~51,CD,NULL," "," "," "," ","11057-7392      ",2027-07-29 00:00:00.000,2026-05-29 00:00:00.000,370.00000000,0.00000000,0.00000000,0.00000000,370.00000000
MTM2,CID-00331-01,CO-100013-21,2,56,CD~CO-100013-21~*~*~2~56,CD,NULL," "," "," "," ","11057-7822      ",2027-07-29 00:00:00.000,2026-05-29 00:00:00.000,15000.00000000,0.00000000,0.00000000,0.00000000,15000.00000000
MTM2,CID-00331-01,CO-100013-21,3,51,CD~CO-100013-21~*~*~3~51,CD,NULL," "," "," "," ","11057-7975      ",2027-07-29 00:00:00.000,2026-05-29 00:00:00.000,420.00000000,0.00000000,0.00000000,0.00000000,420.00000000
MTM2,CID-00331-01,CO-100013-21,4,31,CD~CO-100013-21~*~*~4~31,CD,NULL," "," "," "," ","11058-4138      ",2027-07-29 00:00:00.000,2026-05-29 00:00:00.000,200.00000000,0.00000000,0.00000000,0.00000000,200.00000000
MTM2,CID-00331-01,CO-100013-21,5,45,CD~CO-100013-21~*~*~5~45,CD,NULL," "," "," "," ","11058-7355      ",2027-07-29 00:00:00.000,2026-05-29 00:00:00.000,300.00000000,0.00000000,0.00000000,0.00000000,300.00000000
MTM2,CID-00331-01,CO-100013-21,6,28,CD~CO-100013-21~*~*~6~28,CD,NULL," "," "," "," ","11058-7782      ",2027-07-29 00:00:00.000,2026-05-29 00:00:00.000,500.00000000,0.00000000,0.00000000,0.00000000,500.00000000
MTM2,CID-00331-01,CO-100013-21,7,50,CD~CO-100013-21~*~*~7~50,CD,NULL," "," "," "," ","13042-0804      ",2027-07-29 00:00:00.000,2026-05-29 00:00:00.000,5900.00000000,0.00000000,0.00000000,0.00000000,5900.00000000
MTM2,CID-00331-01,CO-100013-21,9,17,CD~CO-100013-21~*~*~9~17,CD,NULL," "," "," "," ","13272-4000      ",2027-07-29 00:00:00.000,2026-05-29 00:00:00.000,19040.00000000,0.00000000,0.00000000,0.00000000,19040.00000000
MTM2,CID-00331-01,CO-100013-21,13,38,CD~CO-100013-21~*~*~13~38,CD,NULL," "," "," "," ","14093-1268      ",2027-07-29 00:00:00.000,2026-05-29 00:00:00.000,6020.00000000,0.00000000,0.00000000,0.00000000,6020.00000000
MTM2,CID-00331-01,CO-100013-21,14,49,CD~CO-100013-21~*~*~14~49,CD,NULL," "," "," "," ","27012-0857D      ",2027-07-29 00:00:00.000,2026-05-29 00:00:00.000,1200.00000000,0.00000000,0.00000000,0.00000000,1200.00000000
MTM2,CID-00331-01,CO-100013-21,15,42,CD~CO-100013-21~*~*~15~42,CD,NULL," "," "," "," ","27012-0917      ",2027-07-29 00:00:00.000,2026-05-29 00:00:00.000,550.00000000,0.00000000,0.00000000,0.00000000,550.00000000
MTM2,CID-00331-01,CO-100013-21,16,57,CD~CO-100013-21~*~*~16~57,CD,NULL," "," "," "," ","27012-0922      ",2027-07-29 00:00:00.000,2026-05-29 00:00:00.000,325.00000000,0.00000000,0.00000000,0.00000000,325.00000000
MTM2,CID-00331-01,CO-100025-21,1,56,CD~CO-100025-21~*~*~1~56,CD,NULL," "," "," "," ","11057-7822      ",2027-07-29 00:00:00.000,2026-05-29 00:00:00.000,33500.00000000,0.00000000,0.00000000,0.00000000,33500.00000000
MTM2,CID-00331-01,CO-100025-21,2,55,CD~CO-100025-21~*~*~2~55,CD,NULL," "," "," "," ","13042-0804      ",2027-07-29 00:00:00.000,2026-05-29 00:00:00.000,5900.00000000,0.00000000,0.00000000,0.00000000,5900.00000000
MTM2,CID-00331-01,CO-100025-21,3,56,CD~CO-100025-21~*~*~3~56,CD,NULL," "," "," "," ","13272-3993      ",2027-07-29 00:00:00.000,2026-05-29 00:00:00.000,8400.00000000,0.00000000,0.00000000,0.00000000,8400.00000000
MTM2,CID-00331-01,CO-100025-21,4,34,CD~CO-100025-21~*~*~4~34,CD,NULL," "," "," "," ","13272-3994      ",2027-07-29 00:00:00.000,2026-05-29 00:00:00.000,16640.00000000,0.00000000,0.00000000,0.00000000,16640.00000000
MTM2,CID-00331-01,CO-100025-21,5,56,CD~CO-100025-21~*~*~5~56,CD,NULL," "," "," "," ","13272-4000      ",2027-07-29 00:00:00.000,2026-05-29 00:00:00.000,10080.00000000,0.00000000,0.00000000,0.00000000,10080.00000000
MTM2,CID-00331-01,CO-100025-21,7,56,CD~CO-100025-21~*~*~7~56,CD,NULL," "," "," "," ","49103-0016      ",2027-07-29 00:00:00.000,2026-05-29 00:00:00.000,8500.00000000,0.00000000,0.00000000,0.00000000,8500.00000000
MTM2,CID-00331-01,CO-100025-21,8,56,CD~CO-100025-21~*~*~8~56,CD,NULL," "," "," "," ","49103-0017      ",2027-07-29 00:00:00.000,2026-05-29 00:00:00.000,8000.00000000,0.00000000,0.00000000,0.00000000,8000.00000000
MTM2,CID-00022-03,CO-100018-22,12,99,CD~CO-100018-22~*~*~12~99,CD,NULL," "," "," "," ",TA32317,2027-07-28 00:00:00.000,2026-05-29 00:00:00.000,240.00000000,0.00000000,0.00000000,0.00000000,240.00000000
MTM2,CID-00022-03,CO-100018-22,13,99,CD~CO-100018-22~*~*~13~99,CD,NULL," "," "," "," ",TA32318,2027-07-28 00:00:00.000,2026-05-29 00:00:00.000,240.00000000,0.00000000,0.00000000,0.00000000,240.00000000
MTM2,CID-00045-01,CO-087125,1,915,CD~CO-087125~*~*~1~915,CD,NULL," "," "," "," ",0501 216 523,2027-07-27 00:00:00.000,2026-05-29 00:00:00.000,50.00000000,0.00000000,0.00000000,0.00000000,50.00000000
MTM2,CID-00347-01,CO-087118,1,340,CD~CO-087118~*~*~1~340,CD,NULL," "," "," "," ",1112.301.060,2027-07-26 00:00:00.000,2026-05-29 00:00:00.000,12143.00000000,0.00000000,0.00000000,0.00000000,12143.00000000
MTM2,CID-00347-01,CO-087119,1,361,CD~CO-087119~*~*~1~361,CD,NULL," "," "," "," ",1112.397.001,2027-07-26 00:00:00.000,2026-05-29 00:00:00.000,450.00000000,0.00000000,0.00000000,0.00000000,450.00000000
MTM2,CID-00660-03,CO-100001,1,36,CD~CO-100001~*~*~1~36,CD,NULL," "," "," "," ",64503,2027-07-26 00:00:00.000,2026-05-29 00:00:00.000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000
MTM2,CID-00660-03,CO-100001,4,49,CD~CO-100001~*~*~4~49,CD,NULL," "," "," "," ",1224196,2027-07-26 00:00:00.000,2026-05-29 00:00:00.000,180.00000000,0.00000000,0.00000000,0.00000000,180.00000000
MTM2,CID-00194-01,CO-100003,16,89,CD~CO-100003~*~*~16~89,CD,NULL," "," "," "," ",3313131,2027-07-26 00:00:00.000,2026-05-29 00:00:00.000,70.00000000,0.00000000,0.00000000,0.00000000,70.00000000
MTM2,CID-00194-01,CO-100003,17,78,CD~CO-100003~*~*~17~78,CD,NULL," "," "," "," ",3313135,2027-07-26 00:00:00.000,2026-05-29 00:00:00.000,48.00000000,0.00000000,0.00000000,0.00000000,48.00000000
MTM2,CID-00194-01,CO-100003,18,21,CD~CO-100003~*~*~18~21,CD,NULL," "," "," "," ",4039060,2027-07-26 00:00:00.000,2026-05-29 00:00:00.000,65.00000000,0.00000000,0.00000000,0.00000000,65.00000000
MTM2,CID-00194-01,CO-100003,19,18,CD~CO-100003~*~*~19~18,CD,NULL," "," "," "," ",4039061,2027-07-26 00:00:00.000,2026-05-29 00:00:00.000,65.00000000,0.00000000,0.00000000,0.00000000,65.00000000
MTM2,CID-00194-01,CO-100003,20,36,CD~CO-100003~*~*~20~36,CD,NULL," "," "," "," ",4546179,2027-07-26 00:00:00.000,2026-05-29 00:00:00.000,50.00000000,0.00000000,0.00000000,0.00000000,50.00000000
MTM2,CID-00022-03,CO-100018-22,3,46,CD~CO-100018-22~*~*~3~46,CD,NULL," "," "," "," ",AKK54380,2027-07-26 00:00:00.000,2026-05-29 00:00:00.000,10.00000000,0.00000000,0.00000000,0.00000000,10.00000000
MTM2,CID-00612-01,CO-100019,1,200,CD~CO-100019~*~*~1~200,CD,NULL," "," "," "," ",139014203,2027-07-25 00:00:00.000,2026-05-29 00:00:00.000,1080.00000000,0.00000000,0.00000000,0.00000000,1080.00000000
MTM2,CID-00612-01,CO-100019,4,100,CD~CO-100019~*~*~4~100,CD,NULL," "," "," "," ",139016310,2027-07-25 00:00:00.000,2026-05-29 00:00:00.000,1080.00000000,0.00000000,0.00000000,0.00000000,1080.00000000
MTM2,CID-00022-03,CO-100018-22,2,47,CD~CO-100018-22~*~*~2~47,CD,NULL," "," "," "," ",AKK46582,2027-07-23 00:00:00.000,2026-05-29 00:00:00.000,72.00000000,0.00000000,0.00000000,0.00000000,72.00000000
MTM2,CID-00022-03,CO-100018-22,3,45,CD~CO-100018-22~*~*~3~45,CD,NULL," "," "," "," ",AKK54380,2027-07-23 00:00:00.000,2026-05-29 00:00:00.000,90.00000000,0.00000000,0.00000000,0.00000000,90.00000000
MTM2,CID-00022-03,CO-100018-22,4,44,CD~CO-100018-22~*~*~4~44,CD,NULL," "," "," "," ",AKK57447,2027-07-23 00:00:00.000,2026-05-29 00:00:00.000,150.00000000,0.00000000,0.00000000,0.00000000,150.00000000
MTM2,CID-00022-03,CO-100018-22,6,46,CD~CO-100018-22~*~*~6~46,CD,NULL," "," "," "," ",AUC24108,2027-07-23 00:00:00.000,2026-05-29 00:00:00.000,740.00000000,0.00000000,0.00000000,0.00000000,740.00000000
MTM2,CID-00331-01,CO-100013-21,1,50,CD~CO-100013-21~*~*~1~50,CD,NULL," "," "," "," ","11057-7392      ",2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,740.00000000,0.00000000,0.00000000,0.00000000,740.00000000
MTM2,CID-00331-01,CO-100013-21,2,55,CD~CO-100013-21~*~*~2~55,CD,NULL," "," "," "," ","11057-7822      ",2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,15000.00000000,0.00000000,0.00000000,0.00000000,15000.00000000
MTM2,CID-00331-01,CO-100013-21,3,50,CD~CO-100013-21~*~*~3~50,CD,NULL," "," "," "," ","11057-7975      ",2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,140.00000000,0.00000000,0.00000000,0.00000000,140.00000000
MTM2,CID-00331-01,CO-100013-21,4,30,CD~CO-100013-21~*~*~4~30,CD,NULL," "," "," "," ","11058-4138      ",2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,80.00000000,0.00000000,0.00000000,0.00000000,80.00000000
MTM2,CID-00331-01,CO-100013-21,7,49,CD~CO-100013-21~*~*~7~49,CD,NULL," "," "," "," ","13042-0804      ",2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,5900.00000000,0.00000000,0.00000000,0.00000000,5900.00000000
MTM2,CID-00331-01,CO-100013-21,8,19,CD~CO-100013-21~*~*~8~19,CD,NULL," "," "," "," ","13272-3994      ",2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,18200.00000000,0.00000000,0.00000000,0.00000000,18200.00000000
MTM2,CID-00331-01,CO-100013-21,10,27,CD~CO-100013-21~*~*~10~27,CD,NULL," "," "," "," ","13272-4001      ",2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,2160.00000000,0.00000000,0.00000000,0.00000000,2160.00000000
MTM2,CID-00331-01,CO-100013-21,15,41,CD~CO-100013-21~*~*~15~41,CD,NULL," "," "," "," ","27012-0917      ",2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,550.00000000,0.00000000,0.00000000,0.00000000,550.00000000
MTM2,CID-00331-01,CO-100013-21,16,56,CD~CO-100013-21~*~*~16~56,CD,NULL," "," "," "," ","27012-0922      ",2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,650.00000000,0.00000000,0.00000000,0.00000000,650.00000000
MTM2,CID-00331-01,CO-100013-21,17,27,CD~CO-100013-21~*~*~17~27,CD,NULL," "," "," "," ","49103-0016      ",2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,8500.00000000,0.00000000,0.00000000,0.00000000,8500.00000000
MTM2,CID-00022-03,CO-100018-22,12,98,CD~CO-100018-22~*~*~12~98,CD,NULL," "," "," "," ",TA32317,2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,240.00000000,0.00000000,0.00000000,0.00000000,240.00000000
MTM2,CID-00022-03,CO-100018-22,13,98,CD~CO-100018-22~*~*~13~98,CD,NULL," "," "," "," ",TA32318,2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,240.00000000,0.00000000,0.00000000,0.00000000,240.00000000
MTM2,CID-00331-01,CO-100025-21,1,55,CD~CO-100025-21~*~*~1~55,CD,NULL," "," "," "," ","11057-7822      ",2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,18500.00000000,0.00000000,0.00000000,0.00000000,18500.00000000
MTM2,CID-00331-01,CO-100025-21,2,54,CD~CO-100025-21~*~*~2~54,CD,NULL," "," "," "," ","13042-0804      ",2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,5900.00000000,0.00000000,0.00000000,0.00000000,5900.00000000
MTM2,CID-00331-01,CO-100025-21,3,55,CD~CO-100025-21~*~*~3~55,CD,NULL," "," "," "," ","13272-3993      ",2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,5400.00000000,0.00000000,0.00000000,0.00000000,5400.00000000
MTM2,CID-00331-01,CO-100025-21,5,55,CD~CO-100025-21~*~*~5~55,CD,NULL," "," "," "," ","13272-4000      ",2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,5280.00000000,0.00000000,0.00000000,0.00000000,5280.00000000
MTM2,CID-00331-01,CO-100025-21,6,29,CD~CO-100025-21~*~*~6~29,CD,NULL," "," "," "," ","14093-1268      ",2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,20160.00000000,0.00000000,0.00000000,0.00000000,20160.00000000
MTM2,CID-00331-01,CO-100025-21,7,55,CD~CO-100025-21~*~*~7~55,CD,NULL," "," "," "," ","49103-0016      ",2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,5000.00000000,0.00000000,0.00000000,0.00000000,5000.00000000
MTM2,CID-00331-01,CO-100025-21,8,55,CD~CO-100025-21~*~*~8~55,CD,NULL," "," "," "," ","49103-0017      ",2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,5000.00000000,0.00000000,0.00000000,0.00000000,5000.00000000
MTM2,CID-00331-01,CO-100025-21,9,42,CD~CO-100025-21~*~*~9~42,CD,NULL," "," "," "," ","92026-0921      ",2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,13200.00000000,0.00000000,0.00000000,0.00000000,13200.00000000
MTM2,CID-00022-03,CO-100033,1,39,CD~CO-100033~*~*~1~39,CD,NULL," "," "," "," ",AT573671,2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,36.00000000,0.00000000,0.00000000,0.00000000,36.00000000
MTM2,CID-00022-03,CO-100033,2,38,CD~CO-100033~*~*~2~38,CD,NULL," "," "," "," ",AT577534,2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,36.00000000,0.00000000,0.00000000,0.00000000,36.00000000
MTM2,CID-00022-03,CO-100033,3,39,CD~CO-100033~*~*~3~39,CD,NULL," "," "," "," ",AT578426,2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,36.00000000,0.00000000,0.00000000,0.00000000,36.00000000
MTM2,CID-00022-03,CO-100033,4,38,CD~CO-100033~*~*~4~38,CD,NULL," "," "," "," ",AT578462,2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,36.00000000,0.00000000,0.00000000,0.00000000,36.00000000
MTM2,CID-00022-03,CO-100033,5,38,CD~CO-100033~*~*~5~38,CD,NULL," "," "," "," ",AT578465,2027-07-22 00:00:00.000,2026-05-29 00:00:00.000,36.00000000,0.00000000,0.00000000,0.00000000,36.00000000
MTM2,CID-00022-03,CO-100018-22,2,46,CD~CO-100018-22~*~*~2~46,CD,NULL," "," "," "," ",AKK46582,2027-07-21 00:00:00.000,2026-05-29 00:00:00.000,72.00000000,0.00000000,0.00000000,0.00000000,72.00000000
MTM2,CID-00022-03,CO-100018-22,14,10,CD~CO-100018-22~*~*~14~10,CD,NULL," "," "," "," ",UC39605,2027-07-21 00:00:00.000,2026-05-29 00:00:00.000,2.00000000,0.00000000,0.00000000,0.00000000,2.00000000
MTM2,CID-00045-01,CO-087125,1,914,CD~CO-087125~*~*~1~914,CD,NULL," "," "," "," ",0501 216 523,2027-07-20 00:00:00.000,2026-05-29 00:00:00.000,250.00000000,0.00000000,0.00000000,0.00000000,250.00000000
MTM2,CID-00347-01,CO-087112,1,222,CD~CO-087112~*~*~1~222,CD,NULL," "," "," "," ",1087.397.014,2027-07-19 00:00:00.000,2026-05-29 00:00:00.000,16200.00000000,0.00000000,0.00000000,0.00000000,16200.00000000
MTM2,CID-00347-01,CO-087117,1,247,CD~CO-087117~*~*~1~247,CD,NULL," "," "," "," ",1094.397.033,2027-07-19 00:00:00.000,2026-05-29 00:00:00.000,736.00000000,0.00000000,0.00000000,0.00000000,736.00000000
MTM2,CID-00347-01,CO-087118,1,346,CD~CO-087118~*~*~1~346,CD,NULL," "," "," "," ",1112.301.060,2027-07-19 00:00:00.000,2026-05-29 00:00:00.000,13050.00000000,0.00000000,0.00000000,0.00000000,13050.00000000
MTM2,CID-00347-01,CO-087119,1,360,CD~CO-087119~*~*~1~360,CD,NULL," "," "," "," ",1112.397.001,2027-07-19 00:00:00.000,2026-05-29 00:00:00.000,8100.00000000,0.00000000,0.00000000,0.00000000,8100.00000000
MTM2,CID-00660-03,CO-100001,2,11,CD~CO-100001~*~*~2~11,CD,NULL," "," "," "," ",64508,2027-07-19 00:00:00.000,2026-05-29 00:00:00.000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000
MTM2,CID-00660-03,CO-100001,4,48,CD~CO-100001~*~*~4~48,CD,NULL," "," "," "," ",1224196,2027-07-19 00:00:00.000,2026-05-29 00:00:00.000,120.00000000,0.00000000,0.00000000,0.00000000,120.00000000
MTM2,CID-00022-03,CO-100018-22,12,97,CD~CO-100018-22~*~*~12~97,CD,NULL," "," "," "," ",TA32317,2027-07-19 00:00:00.000,2026-05-29 00:00:00.000,240.00000000,0.00000000,0.00000000,0.00000000,240.00000000
MTM2,CID-00022-03,CO-100018-22,13,97,CD~CO-100018-22~*~*~13~97,CD,NULL," "," "," "," ",TA32318,2027-07-19 00:00:00.000,2026-05-29 00:00:00.000,240.00000000,0.00000000,0.00000000,0.00000000,240.00000000
MTM2,CID-00612-01,CO-100019,1,199,CD~CO-100019~*~*~1~199,CD,NULL," "," "," "," ",139014203,2027-07-18 00:00:00.000,2026-05-29 00:00:00.000,1080.00000000,0.00000000,0.00000000,0.00000000,1080.00000000
MTM2,CID-00612-01,CO-100019,4,99,CD~CO-100019~*~*~4~99,CD,NULL," "," "," "," ",139016310,2027-07-18 00:00:00.000,2026-05-29 00:00:00.000,1080.00000000,0.00000000,0.00000000,0.00000000,1080.00000000
MTM2,CID-00022-03,CO-100018-22,1,9,CD~CO-100018-22~*~*~1~9,CD,NULL," "," "," "," ",AKK29932,2027-07-16 00:00:00.000,2026-05-29 00:00:00.000,300.00000000,0.00000000,0.00000000,0.00000000,300.00000000
MTM2,CID-00022-03,CO-100018-22,2,45,CD~CO-100018-22~*~*~2~45,CD,NULL," "," "," "," ",AKK46582,2027-07-16 00:00:00.000,2026-05-29 00:00:00.000,96.00000000,0.00000000,0.00000000,0.00000000,96.00000000
MTM2,CID-00022-03,CO-100018-22,3,44,CD~CO-100018-22~*~*~3~44,CD,NULL," "," "," "," ",AKK54380,2027-07-16 00:00:00.000,2026-05-29 00:00:00.000,90.00000000,0.00000000,0.00000000,0.00000000,90.00000000
MTM2,CID-00022-03,CO-100018-22,4,43,CD~CO-100018-22~*~*~4~43,CD,NULL," "," "," "," ",AKK57447,2027-07-16 00:00:00.000,2026-05-29 00:00:00.000,180.00000000,0.00000000,0.00000000,0.00000000,180.00000000
MTM2,CID-00022-03,CO-100018-22,9,27,CD~CO-100018-22~*~*~9~27,CD,NULL," "," "," "," ",M88984MX1,2027-07-16 00:00:00.000,2026-05-29 00:00:00.000,200.00000000,0.00000000,0.00000000,0.00000000,200.00000000
MTM2,CID-00331-01,CO-100013-21,1,49,CD~CO-100013-21~*~*~1~49,CD,NULL," "," "," "," ","11057-7392      ",2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,370.00000000,0.00000000,0.00000000,0.00000000,370.00000000
MTM2,CID-00331-01,CO-100013-21,2,54,CD~CO-100013-21~*~*~2~54,CD,NULL," "," "," "," ","11057-7822      ",2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,15000.00000000,0.00000000,0.00000000,0.00000000,15000.00000000
MTM2,CID-00331-01,CO-100013-21,3,49,CD~CO-100013-21~*~*~3~49,CD,NULL," "," "," "," ","11057-7975      ",2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,280.00000000,0.00000000,0.00000000,0.00000000,280.00000000
MTM2,CID-00331-01,CO-100013-21,4,29,CD~CO-100013-21~*~*~4~29,CD,NULL," "," "," "," ","11058-4138      ",2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,260.00000000,0.00000000,0.00000000,0.00000000,260.00000000
MTM2,CID-00331-01,CO-100013-21,5,44,CD~CO-100013-21~*~*~5~44,CD,NULL," "," "," "," ","11058-7355      ",2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,300.00000000,0.00000000,0.00000000,0.00000000,300.00000000
MTM2,CID-00331-01,CO-100013-21,6,27,CD~CO-100013-21~*~*~6~27,CD,NULL," "," "," "," ","11058-7782      ",2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,250.00000000,0.00000000,0.00000000,0.00000000,250.00000000
MTM2,CID-00331-01,CO-100013-21,12,27,CD~CO-100013-21~*~*~12~27,CD,NULL," "," "," "," ","13272-7037      ",2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,1140.00000000,0.00000000,0.00000000,0.00000000,1140.00000000
MTM2,CID-00331-01,CO-100013-21,13,37,CD~CO-100013-21~*~*~13~37,CD,NULL," "," "," "," ","14093-1268      ",2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,6020.00000000,0.00000000,0.00000000,0.00000000,6020.00000000
MTM2,CID-00331-01,CO-100013-21,14,48,CD~CO-100013-21~*~*~14~48,CD,NULL," "," "," "," ","27012-0857D      ",2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,600.00000000,0.00000000,0.00000000,0.00000000,600.00000000
MTM2,CID-00331-01,CO-100013-21,16,55,CD~CO-100013-21~*~*~16~55,CD,NULL," "," "," "," ","27012-0922      ",2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,585.00000000,0.00000000,0.00000000,0.00000000,585.00000000
MTM2,CID-00331-01,CO-100013-21,18,27,CD~CO-100013-21~*~*~18~27,CD,NULL," "," "," "," ","49103-0017      ",2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,8600.00000000,0.00000000,0.00000000,0.00000000,8600.00000000
MTM2,CID-00022-03,CO-100018-22,6,45,CD~CO-100018-22~*~*~6~45,CD,NULL," "," "," "," ",AUC24108,2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,740.00000000,0.00000000,0.00000000,0.00000000,740.00000000
MTM2,CID-00022-03,CO-100018-22,12,96,CD~CO-100018-22~*~*~12~96,CD,NULL," "," "," "," ",TA32317,2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,240.00000000,0.00000000,0.00000000,0.00000000,240.00000000
MTM2,CID-00022-03,CO-100018-22,13,96,CD~CO-100018-22~*~*~13~96,CD,NULL," "," "," "," ",TA32318,2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,240.00000000,0.00000000,0.00000000,0.00000000,240.00000000
MTM2,CID-00331-01,CO-100025-21,1,54,CD~CO-100025-21~*~*~1~54,CD,NULL," "," "," "," ","11057-7822      ",2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,30000.00000000,0.00000000,0.00000000,0.00000000,30000.00000000
MTM2,CID-00331-01,CO-100025-21,2,53,CD~CO-100025-21~*~*~2~53,CD,NULL," "," "," "," ","13042-0804      ",2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,11800.00000000,0.00000000,0.00000000,0.00000000,11800.00000000
MTM2,CID-00331-01,CO-100025-21,3,54,CD~CO-100025-21~*~*~3~54,CD,NULL," "," "," "," ","13272-3993      ",2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,8600.00000000,0.00000000,0.00000000,0.00000000,8600.00000000
MTM2,CID-00331-01,CO-100025-21,5,54,CD~CO-100025-21~*~*~5~54,CD,NULL," "," "," "," ","13272-4000      ",2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,8800.00000000,0.00000000,0.00000000,0.00000000,8800.00000000
MTM2,CID-00331-01,CO-100025-21,7,54,CD~CO-100025-21~*~*~7~54,CD,NULL," "," "," "," ","49103-0016      ",2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,9000.00000000,0.00000000,0.00000000,0.00000000,9000.00000000
MTM2,CID-00331-01,CO-100025-21,8,54,CD~CO-100025-21~*~*~8~54,CD,NULL," "," "," "," ","49103-0017      ",2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,9000.00000000,0.00000000,0.00000000,0.00000000,9000.00000000
MTM2,CID-00331-01,CO-100025-21,9,41,CD~CO-100025-21~*~*~9~41,CD,NULL," "," "," "," ","92026-0921      ",2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,13200.00000000,0.00000000,0.00000000,0.00000000,13200.00000000
MTM2,CID-00022-03,CO-100033,1,38,CD~CO-100033~*~*~1~38,CD,NULL," "," "," "," ",AT573671,2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,37.00000000,0.00000000,0.00000000,0.00000000,37.00000000
MTM2,CID-00022-03,CO-100033,2,37,CD~CO-100033~*~*~2~37,CD,NULL," "," "," "," ",AT577534,2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,37.00000000,0.00000000,0.00000000,0.00000000,37.00000000
MTM2,CID-00022-03,CO-100033,3,38,CD~CO-100033~*~*~3~38,CD,NULL," "," "," "," ",AT578426,2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,37.00000000,0.00000000,0.00000000,0.00000000,37.00000000
MTM2,CID-00022-03,CO-100033,4,37,CD~CO-100033~*~*~4~37,CD,NULL," "," "," "," ",AT578462,2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,37.00000000,0.00000000,0.00000000,0.00000000,37.00000000
MTM2,CID-00022-03,CO-100033,5,37,CD~CO-100033~*~*~5~37,CD,NULL," "," "," "," ",AT578465,2027-07-15 00:00:00.000,2026-05-29 00:00:00.000,37.00000000,0.00000000,0.00000000,0.00000000,37.00000000
MTM2,CID-00045-01,CO-087125,1,913,CD~CO-087125~*~*~1~913,CD,NULL," "," "," "," ",0501 216 523,2027-07-13 00:00:00.000,2026-05-29 00:00:00.000,100.00000000,0.00000000,0.00000000,0.00000000,100.00000000
